全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
202053,BB2020530055,長野県飯田市,松尾城跡,マツオジョウアト,,,史跡,,,202053,,長野県飯田市松尾代田1006他,長野県,飯田市,松尾代田,1006他,,35.486979,137.828229,,,,,,,,,1,区域,,飯田市他,1972-10-16,,,,,,,段丘突端の平山城。室町時代、信濃守護職松尾小笠原氏の本拠地として信濃・伊那の中心であった。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530056,長野県飯田市,代田山狐塚古墳,シロタヤマキツネヅカコフン,,,史跡,,,202053,110000,長野県飯田市松尾代田1403-71,長野県,飯田市,松尾代田,1403-71,,35.49187,137.835518,,,,,,,,3950812,1,基,,八幡社,1994-02-16,,,,,,,全長42ｍの前方後方墳で、4世紀代の築造と考えられる。大和王権より一足早くに東海地方勢力の影響があったことが示唆される。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530057,長野県飯田市,南本城城跡,ミナミホンジョウジョウアト,,,史跡,,,202053,43000,長野県飯田市座光寺1849他,長野県,飯田市,座光寺,1849ほか,,35.535647,137.85225,,,,,,,,3950001,1,区域,,飯田市座光寺地区財産区他,2013-03-25,,,,,,,大規模で複雑な縄張の山城。保存状態が大変良い。文献はないが、座光寺氏の他、戦国大名の関与が考えられる。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530058,長野県飯田市,座光寺の石川除,ザコウジノイシカワヨケ,,,史跡,,,202053,43000,長野県飯田市座光寺6710-2他,長野県,飯田市,座光寺,6710-2ほか,,35.530274,137.871316,,,,,,,,3950001,1,区域,,飯田市　個人,2018-09-27,,,,,,,文政11年（1828）～天保2年（1831）に、天竜川と南大島川の合流点に築かれた石積みの堤防で、治水利水の様子をよく伝えている。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530059,長野県飯田市,モリアオガエル繁殖地,モリアオガエルハンショクチ,,,県指定天然記念物,動物,,202053,30000,長野県飯田市上郷黒田3481,長野県,飯田市,上郷黒田,3481,,35.575253,137.804204,,,,,,,,3950004,1,区域,2000020202053 ,飯田市,1968-05-16,,,,,,,日本固有種のアオガエル科の繁殖地。カエルの仲間では唯一樹上に産卵し、5月から7月にかけて泡状の卵塊を池の上の枝に産みつける。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530060,長野県飯田市,ベニヒカゲ,ベニヒカゲ,,,県指定天然記念物,動物,,202053,,,長野県,飯田市,,,,,,,,,,,,,,1,種,,,1975-02-24,,,,,,,ジャノメチョウ科の高山蝶で、市内では木曽山脈、赤石山脈で確認される。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530061,長野県飯田市,クモマベニヒカゲ,クモマベニヒカゲ,,,県指定天然記念物,動物,,202053,,,長野県,飯田市,,,,,,,,,,,,,,1,種,,,1975-02-24,,,,,,,ベニヒカゲと近縁の高山蝶で、木曽・赤石山脈では主としてダケカンバ帯の林間の草地などに生息している。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530062,長野県飯田市,クモマツマキチョウ,クモマツマキチョウ,,,県指定天然記念物,動物,,202053,,,長野県,飯田市,,,,,,,,,,,,,,1,種,,,1975-02-24,,,,,,,シロチョウ科の高山蝶で、中部山岳地域に生息し、赤石山脈では中腹の沢沿いに分布する。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530063,長野県飯田市,ミヤマシロチョウ,ミヤマシロチョウ,,,県指定天然記念物,動物,,202053,,,長野県,飯田市,,,,,,,,,,,,,,1,種,,,1975-02-24,,,,,,,シロチョウ科の高山蝶で、亜高山帯に生息し、伊那谷では赤石山脈の中腹に広く分布するが、絶滅が危惧される。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530064,長野県飯田市,オオイチモンジ,オオイチモンジ,,,県指定天然記念物,動物,,202053,,,長野県,飯田市,,,,,,,,,,,,,,1,種,,,1975-02-24,,,,,,,タテハチョウ科の高山蝶で、本州中部と北海道に分布するが、本州では局所的で、赤石山脈にもわずかに記録がある。現在の生息状況は不明である。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530065,長野県飯田市,ホンシュウモモンガ,ホンシュウモモンガ,,,県指定天然記念物,動物,,202053,,,長野県,飯田市,,,,,,,,,,,,,,1,種,,,1975-11-05,,,,,,,日本特産のリス科の小動物で、本州･四国･九州に分布し、市内の山間部に広く分布していたが、近年激減している。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530066,長野県飯田市,ホンドオコジョ,ホンドオコジョ,,,県指定天然記念物,動物,,202053,,,長野県,飯田市,,,,,,,,,,,,,,1,種,,,1975-11-05,,,,,,,イタチ科の小動物で、中部地方以北の山岳地帯に生息し、伊那谷では木曽・赤石山脈の主として亜高山帯以上の地域に生息する。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530067,長野県飯田市,ブッポウソウ,ブッポウソウ,,,県指定天然記念物,動物,,202053,,,長野県,飯田市,,,,,,,,,,,,,,1,種,,,1985-07-29,,,,,,,ブッポウソウ科の鳥で、東南アジア地域から、夏鳥として渡来する。飯田市では遠山谷で確認されている。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530068,長野県飯田市,山本のハナノキ,ヤマモトノハナノキ,,,県指定天然記念物,植物,,202053,130000,長野県飯田市山本6771,長野県,飯田市,山本,6771,,35.489111,137.76227,,,,,,,,3950244,1,本,,個人等,1965-04-30,,,,,,,カエデ科、雌雄異株の日本固有種で、生存環境が限られる。本件は分布北限に位置する樹高30m、胸高周囲4.8mある大木である。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530069,長野県飯田市,長姫のエドヒガン,オサヒメノエドヒガン,,,県指定天然記念物,植物,飯田市美術博物館,202053,11002,長野県飯田市追手町二丁目655-7,長野県,飯田市,追手町２丁目,655-7,,35.512257,137.830823,,,,,,,,3950034,1,本,2000020202053 ,飯田市,1967-05-22,,,,,,,エドヒガンは他の桜より一足早く咲く。本件は樹高20m、胸高周囲5.4mで、幹が雄々しい。飯田藩家老安富家にちなんで「安富桜」ともよばれる。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530070,長野県飯田市,川路のネズミサシ,カワジノネズミサシ,,,県指定天然記念物,植物,,202053,35000,長野県飯田市川路4693,長野県,飯田市,川路,4693,,35.440828,137.815531,,,,,,,,3992431,1,本,,,1968-03-21,,,,,,,ヒノキ科の針葉樹で、本件は樹高18m、胸高周囲3.5mの直立した樹形であり、この種では県内で随一の大木である。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530071,長野県飯田市,風越山のベニマンサクの自生地,カザコシヤマノベニマンサクノジセイチ,,,県指定天然記念物,植物,,202053,,長野県飯田市上飯田6999他,長野県,飯田市,上飯田,6999他,,35.542319,137.798966,,,,,,,,,1,地域,,丸山享保会生産森林組合,1968-05-16,,,,,,,マンサク科の日本固有種の自生地。標高600m～1400mに群生する。暖地性の植物で分布の東北限にあたる。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530072,長野県飯田市,立石の雄スギ雌スギ,タテイシノオスギメスギ,,,県指定天然記念物,植物,,202053,64000,長野県飯田市立石502、659,長野県,飯田市,立石,502、659,,35.429493,137.784051,,,,,,,,3992433,2,本,,立石区　個人,1968-05-16,,,,,,,地区の中央に約400m離れてそびえる杉の巨木で、胸高周囲は、雄スギ9.8m、雌スギ9.0m。樹高は雄スギ44.5m、雌スギ44.0mにのぼる。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530073,長野県飯田市,飯田城桜丸のイスノキ,イイダジョウサクラノマルノイスノキ,,,県指定天然記念物,植物,長野県飯田合同庁舎敷地内,202053,,長野県飯田市長野県飯田合同庁舎敷地内,長野県,飯田市,,,長野県飯田合同庁舎敷地内,35.513233,137.830194,,,,,,,,,1,本,,長野県,2014-09-25,,,,,,,伊豆地方以南に自生するマンサク科の常緑高木で、暖地性だが旧飯田城桜丸に残されており、大変に珍しい。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530074,長野県飯田市,三石の甌穴群,ミツイシノオウケツグン,,,県指定天然記念物,地質,,202053,,長野県飯田市下久堅知久平690他,長野県,飯田市,下久堅知久平,690他,,35.479755,137.850516,,,,,,,,,1,,,,1976-03-29,,,,,,,川底や川岸の岩盤にできた円形の穴で、往時の天竜川の河蝕作用とその後の地盤隆起等を示す地学上の貴重な資料である。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530075,長野県飯田市,遠山川の埋没林と埋没樹,トオヤマガワノマイボツリントマイボツジュ,,,県指定天然記念物,地質・鉱物,,202053,,長野県飯田市南信濃小道木・大島ほか,長野県,飯田市,南信濃小道木・大島ほか,,,35.337557,137.949454,,,,,,,,,2,区域・本,,長野県　飯田市,2019-10-24,,,,,,,奈良時代に発生した遠江地震に伴う土砂崩れにより、遠山川に天然ダムが作られ、土石とともにダム内の土砂に混じった倒木が埋没樹、ダム湖沿いの原生林が水没・埋没したものが埋没林となった。古代の災害のようすを今に伝えている。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530076,長野県飯田市,味の文化財,アジノブンカザイ,,,県選択無形民俗文化財,,,202053,,長野県内一円,長野県,,,,,,,,,,,,,,,1,,,,1983-07-13,,,,,,,手打ちそば、御幣餅、野沢菜漬け他、長野県における伝統的な食文化の代表事例である。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530077,長野県飯田市,飯田市伊豆木の鯖鮨,イイダシイズキノサバズシ,,,県選択無形民俗文化財,,,202053,,長野県飯田市伊豆木,長野県,飯田市,伊豆木,,,35.443429,137.79247,,,,,,,,,1,,,,2000-03-15,,,,,,,10月7日の八幡宮祭典に奉納される姿鮨と家庭で食べられるチラシ鮨がある。伊豆木小笠原初代長巨が上方に出陣した際の兵糧食といわれる。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530078,長野県飯田市,南信州の柚餅子,ミナミシンシュウノユベシ,,,県選択無形民俗文化財,,,202053,,長野県飯田市南信濃他,長野県,飯田市,南信濃他,,,,,,,,,,,,,1,,,,2000-03-15,,,,,,,味噌・米粉・うどん粉・砂糖・クルミなどをまぜ、柚子の実の汁を加えて蒸した菓子である。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530079,長野県飯田市,木曽の朴葉巻・下伊那南部の朴葉餅,キソノホオバマキ・シモイナナンブノホオバモチ,,,県選択無形民俗文化財,,,202053,,長野県飯田市上村他,長野県,飯田市,上村他,,,,,,,,,,,,,1,,,,2001-03-15,,,,,,,米の粉を捏ねた皮で小豆の餡を包み、朴の葉でくるんで蒸し上げたもの。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530080,長野県飯田市,遠山郷の二度芋の味噌田楽,トオヤマゴウノニドイモノミソデンガク,,,県選択無形民俗文化財,,,202053,,長野県飯田市上村・南信濃,長野県,飯田市,上村・南信濃,,,,,,,,,,,,,1,,,,2002-03-15,,,,,,,二度芋はじゃがいもの在来種で、甘味があり、煮物などに使っても煮崩れしない。これを味噌田楽にし炭火であぶった郷土食である。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530081,長野県飯田市,菱田春草の「白き猫」,ヒシダシュンソウノ「シロキネコ」,,,市指定有形文化財,絵画,飯田市美術博物館,202053,11002,長野県飯田市追手町二丁目655-7,長野県,飯田市,追手町２丁目,655-7,,35.512008,137.830531,,,,,,,,3950034,1,幅,,春草会,1968-08-21,,,,展示予定は美術博物館にお問い合わせください。,,,春草27才の作品で、明治34年（1901）の帰郷後に東京へ戻り、１か月後に完成させて春草が母校へ寄贈した。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530082,長野県飯田市,絹本著色聖徳太子絵伝,ケンポンチャクショクショウトクタイシエデン,,,市指定有形文化財,絵画,飯田市美術博物館,202053,11002,長野県飯田市追手町二丁目655-7,長野県,飯田市,追手町２丁目,655-7,,35.512008,137.830531,,,,,,,,3950034,5,幅,2000020202053 ,飯田市,2007-08-21,,,,,,,鎌倉末～南北朝時代の製作で、宮ノ上太子堂に伝来した。損傷は大きいが聖徳太子絵伝の古様を示している。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530083,長野県飯田市,絹本著色阿弥陀如来像,ケンポンチャクショクアミダニョライゾウ,,,市指定有形文化財,絵画,飯田市美術博物館,202053,11002,長野県飯田市追手町二丁目655-7,長野県,飯田市,追手町２丁目,655-7,,35.512008,137.830531,,,,,,,,3950034,1,点,2000020202053 ,飯田市,2008-11-21,,,,,,,室町時代の作とされ、当地方の現存最古例で、全国でも古い作品である。立石の雌杉の下にあった杉の堂に伝来し、その跡地の個人宅に保管された。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530084,長野県飯田市,信濃国飯田城下町絵図,シナノノクニイイダジョウカマチエズ,,,市指定有形文化財,絵画,下伊那教育会,202053,83000,長野県飯田市仲ノ町303-1,長野県,飯田市,仲ノ町,303-1,,35.516205,137.83,,,,,,,,3950021,1,点,7100005009466 ,公益社団法人下伊那教育会,2022-09-20,,,,,,,江戸時代初期脇坂氏藩主時代の飯田城ならびに城下町の姿を薄い彩色で描いた絵図で、堀氏に引き継がれた。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530085,長野県飯田市,信州伊奈郡之絵図,シンシュウイナグンノエズ,,,市指定有形文化財,絵画,飯田市美術博物館,202053,11002,長野県飯田市追手町二丁目655-7,長野県,飯田市,追手町２丁目,655-7,,35.512008,137.830531,,,,,,,,3950034,1,点,2000020202053 ,飯田市,2008-03-25,,,,,,,江戸時代初期正保年間に、江戸幕府が諸国に提出を命じた郡の絵図の副本とみられる。上・下伊那郡の様子を描いた最古で詳細な絵図として貴重。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530086,長野県飯田市,菱田春草筆「武具の図」,ヒシダシュンソウヒツ「ブグノズ」,,,市指定有形文化財,絵画,飯田市美術博物館,202053,11002,長野県飯田市追手町二丁目655-7,長野県,飯田市,追手町２丁目,655-7,,35.512008,137.830531,,,,,,,,3950034,1,面,,春草会,2011-07-20,,,,展示予定は美術博物館にお問い合わせください。,,,東京美術学校時代の作品で、大和絵の伝統を学びながら、写実性があらわれ学習の成果が見える。春草会が最も早くに所蔵した春草作品である。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530087,長野県飯田市,菱田春草筆「霊昭女」,ヒシダシュンソウヒツ「レイショウニョ」,,,市指定有形文化財,絵画,飯田市美術博物館,202053,11002,長野県飯田市追手町二丁目655-7,長野県,飯田市,追手町２丁目,655-7,,35.512008,137.830531,,,,,,,,3950034,1,幅,2000020202053 ,飯田市,2011-07-20,,,,展示予定は美術博物館にお問い合わせください。,,,日本美術院の第16回絵画互評会で二等を受賞した作品で、重文「王昭君」と共通する表現が随所に見られる。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530088,長野県飯田市,菱田春草筆「鹿」,ヒシダシュンソウヒツ「シカ」,,,市指定有形文化財,絵画,飯田市美術博物館,202053,11002,長野県飯田市追手町二丁目655-7,長野県,飯田市,追手町２丁目,655-7,,35.512008,137.830531,,,,,,,,3950034,1,幅,2000020202053 ,飯田市,2011-07-20,,,,展示予定は美術博物館にお問い合わせください。,,,第10回日本美術院連合絵画共進会で銀章となった作品で、写実性に主眼を置く朦朧体後期の画風をよく示す。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530089,長野県飯田市,菱田春草筆「夕の森」,ヒシダシュンソウヒツ「ユウベノモリ」,,,市指定有形文化財,絵画,飯田市美術博物館,202053,11002,長野県飯田市追手町二丁目655-7,長野県,飯田市,追手町２丁目,655-7,,35.512008,137.830531,,,,,,,,3950034,1,幅,2000020202053 ,飯田市,2011-07-20,,,,展示予定は美術博物館にお問い合わせください。,,,滞米期に描かれたことが明確な作品で、春草の米欧遊学期の作風をよく示し、この時期を代表する。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530090,長野県飯田市,菱田春草筆「夜桜」,ヒシダシュンソウヒツ「ヨザクラ」,,,市指定有形文化財,絵画,飯田市美術博物館,202053,11002,長野県飯田市追手町二丁目655-7,長野県,飯田市,追手町２丁目,655-7,,35.512008,137.830531,,,,,,,,3950034,1,幅,2000020202053 ,飯田市,2011-07-20,,,,展示予定は美術博物館にお問い合わせください。,,,美術博物館開館にあわせて、菱田家から飯田市へ寄贈された作品で、滞米期の作品と伝えられている。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530091,長野県飯田市,菱田春草筆「帰樵」,ヒシダシュンソウヒツ「キショウ」,,,市指定有形文化財,絵画,飯田市美術博物館,202053,11002,長野県飯田市追手町二丁目655-7,長野県,飯田市,追手町２丁目,655-7,,35.512008,137.830531,,,,,,,,3950034,1,幅,2000020202053 ,飯田市,2011-07-20,,,,展示予定は美術博物館にお問い合わせください。,,,米欧から帰国後間もなくして描かれた作品で、朦朧体の空間性と鮮やかな色彩が両立し、朦朧体研究の成果が表れる。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530092,長野県飯田市,菱田春草筆「春秋」,ヒシダシュンソウヒツ「シュンジュウ」,,,市指定有形文化財,絵画,飯田市美術博物館,202053,11002,長野県飯田市追手町二丁目655-7,長野県,飯田市,追手町２丁目,655-7,,35.512008,137.830531,,,,,,,,3950034,双,幅,2000020202053 ,飯田市,2011-07-20,,,,展示予定は美術博物館にお問い合わせください。,,,装飾性のある作風が結実し、春草が高い評価を得た時期の作品で、重文「黒き猫」の作風に通ずる。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530093,長野県飯田市,菱田春草筆「鎌倉時代闘牛の図」,ヒシダシュンソウヒツ「カマクラジダイトウギュウノズ」,,,市指定有形文化財,絵画,飯田市美術博物館,202053,11002,長野県飯田市追手町二丁目655-7,長野県,飯田市,追手町２丁目,655-7,,35.512008,137.830531,,,,,,,,3950034,1,幅,2000020202053 ,飯田市,2018-07-18,,,,展示予定は美術博物館にお問い合わせください。,,,東京美術学校時代の作品で、大和絵の伝統を学びながら、写実性があらわれ学習の成果が見える。現存する春草作品の中で最も早い出品受賞作品である。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530094,長野県飯田市,菱田春草筆「富嶽」,ヒシダシュンソウヒツ「フガク」,,,市指定有形文化財,絵画,飯田市美術博物館,202053,11002,長野県飯田市追手町二丁目655-7,長野県,飯田市,追手町２丁目,655-7,,35.512008,137.830531,,,,,,,,3950034,1,幅,2000020202053 ,飯田市,2019-06-12,,,,展示予定は美術博物館にお問い合わせください。,,,朦朧体の画風を示すが、米欧遊学で印象派等の影響を受けた春草が色彩研究を重ね、朦朧体から装飾性重視の画風へと向かう移行期の画風を伝える作品である。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530095,長野県飯田市,菱田春草筆「雨中美人」,ヒシダシュンソウヒツ「ウチュウビジン」,,,市指定有形文化財,絵画,飯田市美術博物館,202053,11002,長野県飯田市追手町二丁目655-7,長野県,飯田市,追手町２丁目,655-7,,35.512008,137.830531,,,,,,,,3950034,1,幅,2000020202053 ,飯田市,2021-09-17,,,,展示予定は美術博物館にお問い合わせください。,,,春草が亡くなる前年の明治43年（1910）、第４回文部省美術展覧会出品のため制作をはじめたものの、未完成に終わった作品。未完成だが、下絵や色の塗り方など、作品制作の様子を見ることのできる資料として、近代美術史的にも貴重な資料である。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530096,長野県飯田市,菱田春草書簡　菱田家宛,ヒシダシュンソウショカン　ヒシダケアテ,,,市指定有形文化財,典籍,飯田市美術博物館,202053,11002,長野県飯田市追手町二丁目655-7,長野県,飯田市,追手町２丁目,655-7,,35.512008,137.830531,,,,,,,,3950034,69,通,7100005009466 ,公益社団法人下伊那教育会,2011-07-20,,,,展示予定は美術博物館にお問い合わせください。,,,下伊那教育会所蔵の書簡で、春草が父や兄など親族に宛てたものであり、春草研究に欠かせない資料である。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530097,長野県飯田市,法全寺の梵鐘,ホウゼンジノボンショウ,,,市指定有形文化財,美術工芸品,法全寺,202053,71000,長野県飯田市千代3268,長野県,飯田市,千代,3268,,35.403308,137.867151,,,,,,,,3992222,1,口,,,1971-03-15,,,,,,,永亨11年(1439)に鋳造されたもので室町時代の特徴をよく示している。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530098,長野県飯田市,立石寺の梵鐘,リッシャクジノボンショウ,,,市指定有形文化財,美術工芸品,立石寺,202053,64000,長野県飯田市立石140,長野県,飯田市,立石,140,,35.431818,137.784179,,,,,,,,3992433,1,口,,,1971-03-15,,,,,,,室町時代の嘉吉3年(1446)に鋳造されたもので、当時の特徴をよく示している。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530099,長野県飯田市,定継寺の雲板,ジョウケイジノウンバン,,,市指定有形文化財,美術工芸品,定継寺,202053,63000,長野県飯田市龍江2372,長野県,飯田市,龍江,2372,,35.456539,137.830668,,,,,,,,3992221,1,口,,,1971-03-15,,,,,,,雲板とは、禅宗寺院で食事や起床の合図に叩かれる梵音具をいう。本件は永享2年（1430）の陰刻があり、室町時代の特徴を示している。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530100,長野県飯田市,尾林古窯の狛犬,オバヤシコヨウノコマイヌ,,,市指定有形文化財,美術工芸品,飯田市美術博物館,202053,11002,長野県飯田市追手町二丁目655-7,長野県,飯田市,追手町２丁目,655-7,,35.512008,137.830531,,,,,,,,3950034,3,体,,,1972-05-11,,09：30,17：00,入館受付は16:30で終了;月曜日（祝日の場合は開館）、祝日の翌日、年末年始、その他に展示替え等で臨時休館する場合があります。HP等で公開されている休館日カレンダーをご確認ください。,,,慶長14年（1609）作の銘がある。高さ15㎝の陶製で、県内最古の近世陶器である。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530101,長野県飯田市,鳩ヶ嶺八幡宮獅子頭,ハトガミネハチマングウシシガシラ,,,市指定有形文化財,美術工芸品,飯田市美術博物館,202053,11002,長野県飯田市追手町二丁目655-7,長野県,飯田市,追手町２丁目,655-7,,35.512008,137.830531,,,,,,,,3950034,1,頭,,,1995-10-18,,09：30,17：00,入館受付は16:30で終了;月曜日（祝日の場合は開館）、祝日の翌日、年末年始、その他に展示替え等で臨時休館する場合があります。HP等で公開されている休館日カレンダーをご確認ください。,,,檜製の古式の獅子頭で、高さより奥行きが長く扁平な箱形をしており、室町時代初期の特徴を示す。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530102,長野県飯田市,釈迦涅槃像,シャカネハンゾウ,,,市指定有形文化財,彫刻,元善光寺,202053,43000,長野県飯田市座光寺2638,長野県,飯田市,座光寺,2638,,35.533839,137.85631,,,,,,,,3950001,1,体,,,1978-12-01,,,,,,,像長155cmの寄木造りの像で、江戸前期の作と推定される。釈迦入滅の場面を示している。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530103,長野県飯田市,鬼神面,キシンメン,,,市指定有形文化財,彫刻,遠山郷土館　和田城,202053,124000,長野県飯田市南信濃和田1192,長野県,飯田市,南信濃和田,1192,,35.320723,137.935411,,,,,,,,3991311,1,面,,南信濃木沢　青龍寺,2006-10-18,,,,,,,般若面が成立する以前の南北朝から室町初期の作と推定され、県内屈指の古面として貴重である。南信濃木沢青龍寺所蔵。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530104,長野県飯田市,鬼神面,キシンメン,,,市指定有形文化財,彫刻,遠山郷土館　和田城,202053,124000,長野県飯田市南信濃和田1192,長野県,飯田市,南信濃和田,1192,,35.320723,137.935411,,,,,,,,3991311,1,面,,南信濃木沢　青龍寺,2006-10-18,,,,,,,鎌倉時代から南北朝時代の作と推定され、県内最古の古面として貴重である。南信濃木沢八幡神社所蔵。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530105,長野県飯田市,鬼神面,キシンメン,,,市指定有形文化財,彫刻,飯田市美術博物館,202053,11002,長野県飯田市追手町二丁目655-7,長野県,飯田市,追手町２丁目,655-7,,35.512008,137.830531,,,,,,,,3950034,1,面,,南信濃木沢　青龍寺,2006-10-18,,,,,,,鎌倉時代から桃山時代の作とみられ、八幡宮に付属した神宮寺に関わりがある。鳩ヶ嶺八幡宮所蔵。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530106,長野県飯田市,菩薩面,ボサツメン,,,市指定有形文化財,彫刻,飯田市美術博物館,202053,11002,長野県飯田市追手町二丁目655-7,長野県,飯田市,追手町２丁目,655-7,,35.512008,137.830531,,,,,,,,3950034,1,面,,鳩ヶ嶺八幡宮,2006-10-18,,09：30,17：00,入館受付は16:30で終了;月曜日（祝日の場合は開館）、祝日の翌日、年末年始、その他に展示替え等で臨時休館する場合があります。HP等で公開されている休館日カレンダーをご確認ください。,,,鳩ヶ嶺八幡宮所蔵の面で、室町時代の作と考えられる。神宮寺に所属し、行道面として使用された。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
202053,BB2020530107,長野県飯田市,龍江大平薬師如来立像,タツエオオダイラヤクシニョライリュウゾウ,,,市指定有形文化財,彫刻,大平薬師堂,202053,63000,長野県飯田市龍江7533-1,長野県,飯田市,龍江,7533-1,,35.439352,137.823558,,,,,,,,3992221,1,体,,個人,2019-04-12,,,,,,,霊木化現の様相を呈する薬師如来立像で、10世紀代に制作されたと推定される。,,,,https://www.city.iida.lg.jp/site/bunkazai/shiteijoukyou.html,
